TAZID,CO_TAZID,DevAcres,HH,Job,Job_byAuto,Job_byTran,Job_byBike,Job_byWalk,act_Job_byAuto,act_Job_byTran,act_Job_byBike,act_Job_byWalk,Loss_Job_Cong,Loss_Job_Net,Loss_Job_Abs,act_Loss_Job_Cong,act_Loss_Job_Net,act_Loss_Job_Abs,HH_byAuto,HH_byTran,HH_byBike,HH_byWalk,act_HH_byAuto,act_HH_byTran,act_HH_byBike,act_HH_byWalk,Loss_HH_Cong,Loss_HH_Net,Loss_HH_Abs,act_Loss_HH_Cong,act_Loss_HH_Net,act_Loss_HH_Abs,tmp_Job_byTran_wk,tmp_Job_byTran_dr,tmp_HH_byTran_wk,tmp_HH_byTran_dr,tmp_Job_byAuto_FF,tmp_Job_byAuto_SL,tmp_HH_byAuto_FF,tmp_HH_byAuto_SL
        15,     30015,3152.46340,       1.0,     193.7,     58337,        60,      3282,       194,     58337,        60,      3282,       194,    -17100,    -28514,    -45614,    -17100,    -28514,    -45614,     38234,        66,      1522,         1,   7405945,     12729,    294724,       194,     -7857,    -21040,    -28896,  -1521804,  -4075392,  -5597197,         0,        60,         0,        66,     75437,    103951,     46091,     67130
        16,     30016,746.812178,       1.0,      73.2,     69796,      2194,     10162,       196,     69796,      2194,     10162,       196,    -22552,    -37513,    -60065,    -22552,    -37513,    -60065,     46014,      1535,      5226,         2,   3368192,    112344,    382511,       111,    -10891,    -26924,    -37815,   -797202,  -1970855,  -2768057,         0,      2194,         0,      1535,     92348,    129861,     56904,     83829
        17,     30017,407.588378,       3.9,         0,     75021,       139,      7644,        85,    292581,       544,     29811,       332,    -25213,    -34539,    -59752,    -98330,   -134702,   -233032,     49524,       132,      3333,         4,         0,         0,         0,         0,    -12388,    -25095,    -37483,         0,         0,         0,         0,       139,         0,       132,    100233,    134772,     61911,     87006
        18,     30018,309.030427,         0,     531.9,     77811,       156,      9928,       692,         0,         0,         0,         0,    -26264,    -33591,    -59855,         0,         0,         0,     51420,       147,      4807,         1,  27350240,     77934,   2556584,       332,    -13003,    -24421,    -37424,  -6916551, -12989484, -19906036,         0,       156,         0,       147,    104075,    137666,     64423,     88844
        19,     30019,196.205397,     154.0,      19.5,     64421,      5830,     11192,        84,   9920894,    897887,   1723541,     12969,    -19919,    -46622,    -66542,  -3067590,  -7179831, -10247421,     42454,      3286,      5950,       337,    827854,     64074,    116034,      6570,     -9408,    -32622,    -42030,   -183448,   -636130,   -819578,      5830,      1242,      3286,       997,     84341,    130963,     51862,     84484
        20,     30020,173.846732,     133.8,      39.9,     56900,      5965,     10963,       215,   7613223,    798093,   1466792,     28751,    -15760,    -56339,    -72099,  -2108737,  -7538145,  -9646883,     37358,      3657,      6076,       515,   1490580,    145901,    242427,     20565,     -7212,    -38649,    -45862,   -287771,  -1542112,  -1829883,      5965,      1510,      3657,      1181,     72660,    128999,     44570,     83220
        21,     30021,128.632214,         0,     352.5,     72680,      2092,     11476,       656,         0,         0,         0,         0,    -23962,    -40923,    -64885,         0,         0,         0,     47995,      1525,      5889,         5,  16918300,    537409,   2075806,      1667,    -11673,    -29152,    -40825,  -4114732, -10276137, -14390870,         0,      2092,         0,      1525,     96642,    137565,     59668,     88820
        22,     30022,104.210697,       1.9,       8.0,     71049,      1407,     11990,       462,    134994,      2673,     22781,       878,    -23160,    -43733,    -66894,    -44005,    -83093,   -127098,     46887,      1295,      6289,        27,    375093,     10361,     50314,       214,    -11229,    -30964,    -42193,    -89834,   -247710,   -337545,         0,      1407,         0,      1295,     94210,    137943,     58116,     89080
        23,     30023,135.607746,       3.9,      33.9,     68855,      4634,     12302,       279,    268536,     18073,     47979,      1089,    -22100,    -47265,    -69365,    -86190,   -184333,   -270523,     45413,      2536,      6627,       260,   1539516,     85986,    224641,      8815,    -10647,    -33199,    -43846,   -360920,  -1125460,  -1486380,      4634,       986,      2536,       971,     90955,    138220,     56060,     89259
        24,     30024,101.657431,      86.6,       1.1,     66417,      6408,     12323,       331,   5751712,    554969,   1067209,     28661,    -20916,    -50350,    -71266,  -1811366,  -4360294,  -6171660,     43799,      3505,      6698,       852,     48179,      3856,      7367,       937,     -9978,    -35056,    -45034,    -10975,    -38562,    -49537,      6408,       638,      3505,       826,     87333,    137683,     53777,     88833
        25,     30025,113.044793,     280.1,     133.2,     62182,      7409,     12264,       580,  17417138,   2075167,   3435190,    162470,    -18807,    -54661,    -73468,  -5267976, -15310486, -20578462,     41062,      4468,      6721,      1299,   5469396,    595147,    895302,    173010,     -8782,    -37688,    -46469,  -1169704,  -5019999,  -6189703,      7409,       926,      4468,       780,     80989,    135650,     49843,     87531
        26,     30026, 56.631464,     180.0,     182.6,     60728,      8010,     12177,       728,  10931097,   1441786,   2191830,    131122,    -18007,    -57525,    -75532,  -3241302, -10354508, -13595810,     40103,      5129,      6741,      1513,   7322874,    936531,   1230822,    276216,     -8355,    -39465,    -47820,  -1525697,  -7206234,  -8731931,      8010,       944,      5129,       806,     78736,    136261,     48459,     87923
        27,     30027,153.111351,         0,         0,     71518,      1385,     12025,       448,         0,         0,         0,         0,    -23295,    -34001,    -57296,         0,         0,         0,     47190,      1204,      6231,         3,         0,         0,         0,         0,    -11295,    -24781,    -36075,         0,         0,         0,         0,      1385,         0,      1204,     94814,    128815,     58484,     83265
        28,     30028,203.300975,       3.9,      66.3,     68378,      3872,     12798,      1476,    266673,     15102,     49911,      5755,    -21713,    -37619,    -59333,    -84682,   -146715,   -231397,     45074,      2090,      6995,       141,   2988373,    138580,    463792,      9373,    -10419,    -27103,    -37522,   -690811,  -1796898,  -2487709,      3872,      1083,      2090,       970,     90091,    127710,     55493,     82596
        29,     30029, 83.574133,     136.7,       1.2,     63665,      6465,     12907,      1409,   8702946,    883802,   1764359,    192568,    -19616,    -43608,    -63224,  -2681523,  -5961205,  -8642729,     42017,      3362,      7155,      1114,     50420,      4035,      8586,      1337,     -9239,    -30778,    -40017,    -11087,    -36933,    -48020,      6465,       540,      3362,       722,     83281,    126889,     51256,     82033
        30,     30030,108.781129,     304.2,      91.3,     59438,      7830,     12809,      1432,  18081117,   2381853,   3896620,    435541,    -17395,    -54425,    -71821,  -5291701, -16556175, -21847876,     39251,      4637,      7142,      1731,   3583627,    423350,    652027,    158080,     -8043,    -37208,    -45251,   -734340,  -3397069,  -4131410,      7830,       827,      4637,       762,     76834,    131259,     47294,     84502
        31,     30031, 64.047264,     186.8,     197.3,     60700,      6587,     12665,      1464,  11338821,   1230428,   2365870,    273410,    -18013,    -46860,    -64873,  -3364870,  -8753414, -12118285,     40132,      5006,      7133,      1979,   7918037,    987722,   1407289,    390481,     -8361,    -32500,    -40861,  -1649675,  -6412256,  -8061931,      6587,       731,      5006,       662,     78714,    125573,     48493,     80993
        32,     30032, 46.605744,     103.0,       1.2,     58232,      6623,     12015,       634,   5997927,    682126,   1237574,     65291,    -16607,    -58914,    -75521,  -1710567,  -6068144,  -7778711,     38349,      4137,      6710,      1448,     46018,      4964,      8053,      1738,     -7633,    -40341,    -47974,     -9160,    -48409,    -57569,      6623,       893,      4137,       771,     74840,    133754,     45982,     86323
        33,     30033, 64.212087,     130.9,       8.4,     56534,      6496,     12501,      1238,   7400304,    850356,   1636327,    162115,    -15599,    -48515,    -64113,  -2041847,  -6350572,  -8392419,     37209,      4083,      7100,      1885,    312558,     34295,     59636,     15835,     -7152,    -33505,    -40657,    -60077,   -281441,   -341519,      6496,       874,      4083,       777,     72133,    120647,     44361,     77866
        34,     30034, 67.305935,     170.4,      17.9,     55248,      5296,     11820,       431,   9414334,    902460,   2014061,     73395,    -14839,    -61714,    -76553,  -2528561, -10515998, -13044558,     36206,      3226,      6699,      1234,    648082,     57752,    119910,     22089,     -6780,    -42104,    -48884,   -121367,   -753656,   -875022,      5296,      1473,      3226,      1108,     70087,    131801,     42986,     85090
        35,     30035, 80.425663,     252.2,         0,     53022,      4588,     12158,       572,  13372271,   1157113,   3066321,    144270,    -13512,    -52226,    -65738,  -3407758, -13171474, -16579232,     34693,      2765,      7017,      1371,         0,         0,         0,         0,     -6261,    -35694,    -41954,         0,         0,         0,      4588,       841,      2765,       742,     66535,    118761,     40953,     76647
        36,     30036, 66.078085,      79.9,         0,     47605,      1706,     11506,       115,   3803668,    136277,    919292,      9204,     -9901,    -62529,    -72429,   -791075,  -4996040,  -5787115,     30740,      1126,      6736,       890,         0,         0,         0,         0,     -4816,    -41746,    -46562,         0,         0,         0,         0,      1706,         0,      1126,     57506,    120035,     35556,     77302
        37,     30037,213.267221,       1.0,       5.1,     83784,      1301,     12495,       295,     83784,      1301,     12495,       295,    -28548,    -28483,    -57031,    -28548,    -28483,    -57031,     55473,      1273,      6523,         1,    282912,      6494,     33267,         6,    -14332,    -21098,    -35430,    -73093,   -107601,   -180694,         0,      1301,         0,      1273,    112332,    140815,     69805,     90903
        38,     30038,207.268944,       1.0,    1243.0,     77763,      3481,     13236,      2358,     77763,      3481,     13236,      2358,    -26200,    -34276,    -60476,    -26200,    -34276,    -60476,     51474,      1945,      7328,       110,  63981640,   2417325,   9108348,    136987,    -12962,    -24864,    -37827, -16112083, -30906269, -47018352,      3481,       626,      1945,       876,    103963,    138239,     64436,     89300
        39,     30039, 82.626687,      53.9,     149.2,     64457,      5690,     13296,      4869,   3474246,    306708,    716669,    262419,    -19911,    -41819,    -61730,  -1073192,  -2254043,  -3327235,     42531,      2995,      7495,      1053,   6345568,    446890,   1118300,    157135,     -9401,    -29683,    -39085,  -1402659,  -4428751,  -5831410,      5690,       429,      2995,       616,     84368,    126187,     51932,     81615
        40,     30040,118.118363,     333.1,     269.2,     62117,      7767,     13214,      4812,  20691287,   2587182,   4401546,   1602714,    -18804,    -44162,    -62966,  -6263560, -14710276, -20973836,     41031,      4702,      7473,      1620,  11045542,   1265653,   2011703,    436198,     -8777,    -31105,    -39882,  -2362858,  -8373404, -10736262,      7767,       401,      4702,       610,     80921,    125083,     49808,     80913
        41,     30041, 42.716753,     105.9,     336.7,     58250,      5775,     13010,      3065,   6168690,    611522,   1377714,    324592,    -16570,    -47625,    -64196,  -1754797,  -5043528,  -6798325,     38426,      4648,      7413,      1908,  12938160,   1565024,   2495903,    642497,     -7608,    -33012,    -40620,  -2561695, -11115170, -13676865,      5775,       473,      4648,       659,     74820,    122446,     46035,     79047
        42,     30042, 43.532671,      56.8,      89.4,     59835,      5312,     12850,      2115,   3398613,    301713,    729872,    120122,    -17634,    -49578,    -67212,  -1001612,  -2816010,  -3817622,     39546,      4017,      7378,      1800,   3535417,    359120,    659561,    160912,     -8173,    -34244,    -42417,   -730662,  -3061431,  -3792093,      5312,       841,      4017,       754,     77469,    127046,     47719,     81963
        43,     30043, 79.992258,     168.5,      84.8,     55442,      3718,     12476,       906,   9341957,    626420,   2102165,    152609,    -15093,    -52670,    -67763,  -2543136,  -8874909, -11418045,     36461,      2813,      7249,      1326,   3091905,    238505,    614697,    112482,     -6931,    -36122,    -43053,   -587725,  -3063166,  -3650891,      3718,       880,      2813,       775,     70535,    123205,     43392,     79514
        44,     30044, 35.151657,     112.6,         0,     54064,       856,     12147,       277,   6087646,     96361,   1367760,     31217,    -14108,    -54662,    -68770,  -1588551,  -6154902,  -7743453,     35467,       757,      7175,       901,         0,         0,         0,         0,     -6481,    -37332,    -43813,         0,         0,         0,         0,       856,         0,       757,     68172,    122834,     41948,     79280
        45,     30045, 43.925164,      47.2,      28.2,     52641,       899,     11957,       153,   2484644,     42434,    564357,      7202,    -13112,    -57291,    -70403,   -618908,  -2704115,  -3323023,     34416,       875,      7163,       578,    970518,     24689,    202009,     16286,     -6066,    -38950,    -45016,   -171072,  -1098377,  -1269450,         0,       899,         0,       875,     65753,    123044,     40482,     79431
        46,     30046,151.481435,         0,         0,     48261,      1198,     11466,        28,         0,         0,         0,         0,    -10188,    -63428,    -73616,         0,         0,         0,     31229,       883,      7073,       120,         0,         0,         0,         0,     -4905,    -42599,    -47504,         0,         0,         0,         0,      1198,         0,       883,     58449,    121877,     36133,     78732
        48,     30048,456.875777,       3.9,         0,     73822,       131,      5222,         0,    287907,       513,     20366,         0,    -24535,    -38631,    -63166,    -95687,   -150660,   -246347,     48613,       126,      1959,         4,         0,         0,         0,         0,    -11993,    -27939,    -39932,         0,         0,         0,         0,       131,         0,       126,     98358,    136988,     60606,     88545
        49,     30049,239.937161,         0,      90.5,     83537,       595,     12836,       151,         0,         0,         0,         0,    -28456,    -32942,    -61397,         0,         0,         0,     55327,      1014,      6724,         2,   5007114,     91755,    608484,       147,    -14273,    -23942,    -38215,  -1291728,  -2166754,  -3458482,         0,       595,         0,      1014,    111992,    144934,     69600,     93542
        50,     30050,248.042036,       2.9,     216.4,     76519,      3175,     13482,      2548,    221904,      9206,     39097,      7389,    -25663,    -39196,    -64859,    -74421,   -113670,   -188091,     50666,      1552,      7507,       178,  10964168,    335875,   1624560,     38573,    -12645,    -28037,    -40682,  -2736340,  -6067207,  -8803546,      3175,       372,      1552,       515,    102181,    141378,     63311,     91348
        51,     30051, 46.653357,       4.8,      58.4,     67331,      5044,     13528,      4075,    323189,     24211,     64934,     19560,    -23257,    -39782,    -63039,   -111632,   -190956,   -302588,     44508,      2457,      7688,       879,   2599281,    143513,    448972,     51313,    -11438,    -28407,    -39846,   -667988,  -1658993,  -2326981,      5044,       329,      2457,       473,     90588,    130370,     55946,     84354
        52,     30052, 45.509891,      45.2,    1970.9,     71679,      4312,     13454,      4989,   3239886,    194884,    608136,    225505,    -23494,    -43633,    -67127,  -1061920,  -1972201,  -3034121,     47457,      2997,      7649,      1183,  93533289,   5907394,  15075140,   2332010,    -11421,    -30794,    -42215, -22508815, -60692676, -83201491,      4312,       394,      2997,       445,     95173,    138805,     58878,     89672
        53,     30053, 77.585652,     204.1,    1354.4,     63137,      5324,     13357,      5287,  12886309,   1086573,   2726241,   1079058,    -19906,    -42209,    -62115,  -4062873,  -8614846, -12677718,     41747,      4077,      7646,      1586,  56542028,   5521843,  10355959,   2148349,     -9427,    -29771,    -39198, -12767272, -40322508, -53089779,      5324,       367,      4077,       463,     83044,    125252,     51173,     80945
        54,     30054, 72.913789,     157.9,     649.5,     60854,      4575,     13190,      4168,   9608908,    722392,   2082777,    658074,    -18052,    -48510,    -66562,  -2850405,  -7659716, -10510120,     40253,      4400,      7606,      1653,  26144137,   2857725,   4939781,   1073776,     -8377,    -33606,    -41983,  -5440925, -21826967, -27267893,      4575,       479,      4400,       676,     78906,    127416,     48630,     82236
        55,     30055, 75.013534,     148.2,     230.6,     62069,      4572,     13054,      2565,   9198626,    677578,   1934532,    380170,    -20442,    -44192,    -64634,  -3029438,  -6549298,  -9578736,     41130,      3699,      7581,      1398,   9484510,    852936,   1748113,    322398,     -9782,    -30894,    -40676,  -2255703,  -7124175,  -9379878,      4572,       439,      3699,       639,     82511,    126703,     50912,     81806
        56,     30056, 26.131260,      28.9,         0,     61124,       343,     12922,      1437,   1766494,      9903,    373442,     41515,    -19988,    -46624,    -66612,   -577652,  -1347434,  -1925086,     40493,       440,      7584,       972,         0,         0,         0,         0,     -9543,    -32438,    -41981,         0,         0,         0,         0,       343,         0,       440,     81112,    127736,     50035,     82473
        57,     30057, 28.559692,      68.3,         0,     58141,       839,     12690,      1176,   3971056,     57295,    866732,     80295,    -16636,    -52646,    -69283,  -1136268,  -3595739,  -4732007,     38369,       760,      7409,      1180,         0,         0,         0,         0,     -7664,    -36170,    -43834,         0,         0,         0,         0,       839,         0,       760,     74778,    127424,     46033,     82203
        58,     30058,252.494945,         0,         0,     50368,       979,     12446,       239,         0,         0,         0,         0,    -11552,    -63962,    -75514,         0,         0,         0,     32764,       943,      7488,       368,         0,         0,         0,         0,     -5434,    -43135,    -48570,         0,         0,         0,         0,       979,         0,       943,     61920,    125882,     38198,     81333
        59,     30059,190.274203,         0,         0,     78422,       751,     12926,        70,         0,         0,         0,         0,    -26448,    -42027,    -68476,         0,         0,         0,     51901,      1183,      6851,         0,         0,         0,         0,         0,    -13107,    -29868,    -42975,         0,         0,         0,         0,       751,         0,      1183,    104870,    146897,     65008,     94876
        60,     30060,195.748829,         0,         0,     74069,      3272,     13379,       288,         0,         0,         0,         0,    -24519,    -47606,    -72125,         0,         0,         0,     49016,      1869,      7431,       336,         0,         0,         0,         0,    -11983,    -33467,    -45450,         0,         0,         0,      3272,       420,      1869,       719,     98588,    146194,     60998,     94465
        61,     30061, 88.242831,     188.7,         0,     69386,      5183,     13487,      1925,  13093132,    978019,   2545029,    363173,    -24166,    -41630,    -65796,  -4560046,  -7855667, -12415712,     45901,      2981,      7692,       876,         0,         0,         0,         0,    -11936,    -29629,    -41565,         0,         0,         0,      5183,       302,      2981,       435,     93552,    135182,     57837,     87466
        62,     30062, 75.224599,     179.1,      16.9,     73895,      6407,     13452,      3217,  13234637,   1147566,   2409207,    576083,    -26412,    -39018,    -65430,  -4730379,  -6988090, -11718469,     48989,      3668,      7767,      1464,    827920,     61987,    131269,     24736,    -13200,    -27886,    -41086,   -223072,   -471277,   -694349,      6407,       312,      3668,       461,    100307,    139325,     62189,     90075
        63,     30063, 35.770124,      17.3,     212.8,     64507,      5624,     13504,      4376,   1115969,     97297,    233616,     75709,    -21834,    -39449,    -61283,   -377725,   -682466,  -1060190,     42622,      2687,      7737,      1314,   9069886,    571763,   1646444,    279581,    -10611,    -28228,    -38839,  -2257958,  -6006884,  -8264842,      5624,       345,      2687,       404,     86341,    125790,     53232,     81460
        64,     30064, 85.373297,     196.4,     103.2,     75224,      7115,     13359,      2878,  14773972,   1397417,   2623767,    565161,    -26976,    -38145,    -65121,  -5298022,  -7491662, -12789684,     49920,      4159,      7801,      1909,   5151725,    429171,    805056,    196977,    -13509,    -27284,    -40793,  -1394151,  -2815714,  -4209866,      7115,       306,      4159,       374,    102200,    140344,     63429,     90713
        65,     30065, 97.758595,     258.0,      71.9,     62566,      6489,     13412,      4694,  16142072,   1674081,   3460260,   1211065,    -20829,    -41452,    -62280,  -5373754, -10694553, -16068307,     41435,      4288,      7766,      1631,   2979147,    308336,    558403,    117258,    -10011,    -29279,    -39290,   -719776,  -2105173,  -2824949,      6489,       305,      4288,       401,     83395,    124846,     51445,     80725
        66,     30066, 51.309541,     159.8,     122.9,     71837,      4259,     13270,      2112,  11479622,    680666,   2120469,    337523,    -25318,    -41373,    -66691,  -4045791,  -6611367, -10657158,     47687,      3395,      7799,      1745,   5860793,    417209,    958520,    214511,    -12558,    -29132,    -41690,  -1543358,  -3580357,  -5123715,      4259,       299,      3395,       309,     97155,    138528,     60245,     89378
        67,     30067, 57.422659,     134.8,     124.6,     64535,      4862,     13321,      3869,   8699346,    655357,   1795728,    521597,    -21665,    -41776,    -63441,  -2920396,  -5631411,  -8551807,     42757,      4201,      7757,      1667,   5327501,    523496,    966518,    207760,    -10483,    -29402,    -39885,  -1306150,  -3663527,  -4969677,      4862,       340,      4201,       426,     86200,    127976,     53240,     82642
        68,     30068, 52.467391,     171.3,      39.7,     67956,      5043,     13117,      1297,  11640939,    863792,   2246938,    222104,    -23476,    -45065,    -68541,  -4021433,  -7719633, -11741066,     45057,      3716,      7770,      1307,   1788763,    147544,    308456,     51892,    -11534,    -31513,    -43047,   -457916,  -1251056,  -1708972,      5043,       282,      3716,       384,     91432,    136497,     56591,     88104
        69,     30069, 57.773502,      24.1,      25.6,     62776,      4486,     13181,      1951,   1512897,    108108,    317661,     47024,    -20793,    -47319,    -68112,   -501110,  -1140391,  -1641500,     41596,      3850,      7736,      1347,   1064863,     98565,    198040,     34491,     -9980,    -32939,    -42919,   -255479,   -843250,  -1098729,      4486,       311,      3850,       415,     83569,    130888,     51576,     84515
        70,     30070, 34.826126,      82.8,      24.5,     66227,       279,     12932,       833,   5483630,     23135,   1070744,     69013,    -22592,    -47033,    -69624,  -1870588,  -3894304,  -5764892,     43894,       400,      7718,       879,   1075393,      9795,    189094,     21537,    -11026,    -32777,    -43802,   -270126,   -803032,  -1073158,         0,       279,         0,       400,     88819,    135852,     54919,     87696
        71,     30071,143.723585,         0,         0,     62882,       516,     12640,       357,         0,         0,         0,         0,    -20968,    -53258,    -74226,         0,         0,         0,     41683,       472,      7613,       401,         0,         0,         0,         0,    -10085,    -36729,    -46813,         0,         0,         0,         0,       516,         0,       472,     83850,    137108,     51767,     88496
        72,     30072, 34.086920,      72.2,      93.7,     61827,       372,     12910,       892,   4463938,     26855,    932073,     64398,    -20318,    -49274,    -69591,  -1466935,  -3557550,  -5024485,     40969,       494,      7660,       806,   3838768,     46282,    717727,     75480,     -9715,    -34165,    -43880,   -910299,  -3201247,  -4111546,         0,       372,         0,       494,     82145,    131419,     50684,     84849
        73,     30073,115.092528,       3.9,         0,     68186,       679,     12041,       200,    265925,      2646,     46960,       780,    -23632,    -50161,    -73793,    -92164,   -195629,   -287793,     45236,       759,      7370,       129,         0,         0,         0,         0,    -11622,    -34727,    -46349,         0,         0,         0,         0,       679,         0,       759,     91818,    141979,     56858,     91585
        74,     30074,227.309852,         0,         0,     67578,        94,     12619,        17,         0,         0,         0,         0,    -21329,    -56475,    -77804,         0,         0,         0,     44491,        92,      6808,        19,         0,         0,         0,         0,    -10205,    -39385,    -49589,         0,         0,         0,         0,        94,         0,        92,     88907,    145382,     54696,     94081
        75,     30075,149.658472,     116.5,     180.4,     86412,      6492,     13149,      1577,  10067031,    756336,   1531815,    183696,    -31209,    -33676,    -64885,  -3635848,  -3923275,  -7559123,     57285,      4361,      7439,       753,  10334131,    786741,   1341930,    135765,    -16011,    -24324,    -40335,  -2888443,  -4388030,  -7276473,      6492,       745,      4361,      1014,    117621,    151297,     73296,     97620
        76,     30076,114.941966,      71.2,       8.2,     73368,      4967,     13326,      1186,   5223797,    353651,    948847,     84414,    -26062,    -40514,    -66576,  -1855649,  -2884588,  -4740237,     48617,      3188,      7564,       851,    398656,     26142,     62024,      6982,    -12993,    -28915,    -41907,   -106540,   -237099,   -343639,      4967,       517,      3188,       901,     99430,    139944,     61609,     90524
        77,     30077, 80.280561,     123.2,     752.5,     79802,      5978,     13302,      2054,   9831566,    736486,   1638834,    252996,    -28920,    -37752,    -66671,  -3562903,  -4651003,  -8213906,     52928,      4337,      7666,      1463,  39828493,   3263963,   5768387,   1100636,    -14660,    -26998,    -41658, -11031345, -20316108, -31347454,      5978,       318,      4337,       386,    108721,    146473,     67588,     94586
